session,session_short,tm_system,shot_id,club,tx_order,experimental_tx,shot_type,shot_type_reason,tm_la_deg,tm_ball_mph,ops_ball_mph,lcmf_la_deg,status,error_deg,abs_error_deg
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,1,7Iron,normal,False,good,,14.590999999999983,110.3,110.2,15.78,accepted,1.189000000000016,1.189000000000016
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,2,7Iron,normal,False,shank,launch_direction>=8,9.333000000000002,106.6,107.0,8.51,accepted,-0.8230000000000022,0.8230000000000022
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,3,7Iron,normal,False,good,,13.807999999999995,114.4,114.5,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,4,7Iron,normal,False,good,,14.848999999999997,116.7,116.6,16.28,accepted,1.4310000000000045,1.4310000000000045
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,5,7Iron,normal,False,good,,16.127999999999997,117.8,117.7,16.37,accepted,0.24200000000000443,0.24200000000000443
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,6,7Iron,normal,False,good,,15.296999999999995,121.7,121.2,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,7,7Iron,normal,False,good,,14.154999999999982,115.8,116.2,14.58,accepted,0.4250000000000185,0.4250000000000185
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,8,7Iron,normal,False,good,,17.04999999999997,107.2,106.9,16.58,accepted,-0.46999999999997044,0.46999999999997044
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,9,7Iron,normal,False,good,,13.912999999999993,119.7,119.1,9.46,accepted,-4.452999999999992,4.452999999999992
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,10,7Iron,normal,False,good,,13.188999999999988,118.9,118.5,13.41,accepted,0.22100000000001252,0.22100000000001252
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,11,7Iron,normal,False,good,,11.667999999999969,113.7,114.1,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,12,7Iron,normal,False,shank,launch_direction>=8,6.6529999999999925,107.0,107.6,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,13,7Iron,normal,False,good,,15.07300000000001,110.2,110.0,15.24,accepted,0.16699999999999093,0.16699999999999093
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,14,7Iron,normal,False,good,,15.63299999999998,116.5,116.1,15.65,accepted,0.017000000000020776,0.017000000000020776
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,15,5Iron,normal,False,good,,11.92599999999999,131.4,131.3,12.43,accepted,0.5040000000000102,0.5040000000000102
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,16,5Iron,normal,False,shank,launch_direction>=8,2.6459999999999955,114.9,116.6,3.21,accepted,0.5640000000000045,0.5640000000000045
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,17,5Iron,normal,False,skull,launch_angle<8,4.683000000000001,103.5,103.1,1.17,accepted,-3.513000000000001,3.513000000000001
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,18,5Iron,normal,False,good,,12.43999999999999,122.6,122.2,11.85,accepted,-0.589999999999991,0.589999999999991
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,19,5Iron,normal,False,shank,launch_direction>=8,4.967000000000003,79.8,79.0,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,20,5Iron,normal,False,shank,launch_direction>=8,17.143999999999973,120.4,119.7,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,1,5Iron,normal,False,good,,12.62799999999997,124.9,124.4,11.43,accepted,-1.1979999999999702,1.1979999999999702
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,2,5Iron,normal,False,good,,11.412000000000003,131.7,131.1,11.23,accepted,-0.18200000000000216,0.18200000000000216
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,3,5Iron,normal,False,good,,13.694999999999984,129.7,129.4,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,4,5Iron,normal,False,good,,9.534000000000018,127.9,127.9,9.56,accepted,0.025999999999982037,0.025999999999982037
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,5,5Iron,normal,False,shank,launch_direction>=8,10.544999999999991,96.3,95.9,12.18,accepted,1.6350000000000087,1.6350000000000087
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,6,5Iron,normal,False,good,,11.300999999999949,107.3,108.6,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,7,5Iron,normal,False,shank,launch_direction>=8,17.96899999999999,106.5,105.2,10.53,accepted,-7.438999999999991,7.438999999999991
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,8,5Iron,normal,False,good,,8.87999999999998,131.8,131.9,7.53,accepted,-1.3499999999999792,1.3499999999999792
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,9,SandWedge,normal,False,shank,launch_direction>=8,25.881999999999998,64.6,67.0,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,10,SandWedge,normal,False,good,,29.326999999999998,82.0,82.3,29.39,accepted,0.06300000000000239,0.06300000000000239
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,11,SandWedge,normal,False,shank,launch_direction>=8,1.5149999999999944,79.2,79.0,0.86,accepted,-0.6549999999999944,0.6549999999999944
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,12,SandWedge,normal,False,good,,29.942000000000014,77.3,78.4,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,13,SandWedge,normal,False,good,,30.744999999999997,71.4,74.3,30.01,accepted,-0.7349999999999959,0.7349999999999959
