shot,club,block,n_snapshots,n_frames,window,n_fft,trackman_launch_deg,trackman_ball_ms,radar_height_m,tilt_deg,median_all_cross_asym_db,median_all_cross_excess_fraction,median_all_double_asym_db,median_all_double_excess_fraction,median_all_shoulder_asym_db,median_all_peak_shift_cm,median_early_cross_asym_db,median_early_cross_excess_fraction,median_early_double_asym_db,median_early_double_excess_fraction,median_early_shoulder_asym_db,median_early_peak_shift_cm,median_late_cross_asym_db,median_late_cross_excess_fraction,median_late_double_asym_db,median_late_double_excess_fraction,median_late_shoulder_asym_db,median_late_peak_shift_cm,median_cross_excess_cm,median_double_excess_cm,median_angle_separation_deg,median_reflection_point_m
82,7Iron,A,23,6,rectangular,1024,17.27599999999998,48.548463526066854,0.1524,10.404948650719305,-0.29458283827431997,-0.03803100499276011,-0.6210930652339537,-0.025860059797471028,-0.4689786741469329,-0.08819888412644472,-2.202495038163777,-0.25859589204115424,-1.7752035221199165,-0.08872904749349966,-2.100986200123516,-0.4952770562076214,0.6480919638228543,0.0877539589128526,1.596788453779264,0.03361962314136701,0.6011541075731431,0.16970090948592587,2.2022425912240573,4.404485182448115,16.5925404598983,0.7556428417146562
83,7Iron,A,20,5,rectangular,1024,18.87599999999999,50.06839700662512,0.1524,10.404948650719305,0.0800952684296452,0.008434188356878035,-0.32899003719245523,-0.016420422371979482,-0.2743805703084036,-0.024578274691205992,0.0678629672180073,0.006045054252049112,-2.17698531224931,-0.07128640050325336,-0.6155690185161656,0.10160919066137808,-0.8976443116935561,-0.11347326173248612,0.43500035136463217,0.02887051950187346,-0.7575796605841397,-0.21385947272010708,2.4691407043011426,4.938281408602285,18.62202001539187,0.6976842000458159
84,7Iron,A,12,3,rectangular,1024,16.949999999999992,54.53878959650236,0.1524,10.404948650719305,0.9368875590704271,0.14799961611246185,-2.081506800078129,-0.14363493645319073,-0.8666410361706104,0.23824287401092992,0.31190296905497605,0.05009304862936916,-1.6710126004331782,-0.09695917988806374,-0.5632544524011815,0.05215801410024534,1.4914823944329565,0.25781621275570327,-1.840499015653074,-0.13116614795746934,-0.3026862940221719,0.23824287401092992,2.0684070619679806,4.136814123935961,15.57550984134723,0.7811093678297149
86,5Iron,A,20,5,rectangular,1024,14.677,50.023693080726346,0.1524,10.404948650719305,-4.460647491756289,-0.6738828054327286,-5.529497716811143,-0.565217420266879,-5.199764581502055,-1.5104234406780215,-4.943392206698173,-0.7575056231526743,-6.960404565795245,-0.35825940768197195,-4.716838276009566,-1.3086351181630707,-4.590956166648587,-0.7476630480972286,-7.1279650950073155,-0.5706481824851872,-5.739022522897791,-1.2030898929582312,1.830169880733401,3.660339761466802,13.772614440308676,0.8545019415926262
87,5Iron,A,20,6,rectangular,1024,15.406999999999991,52.84004041234901,0.1524,10.404948650719305,-0.18483632585550205,-0.025653999732549095,0.22381628126576675,0.006804438100767743,-0.16162762843623785,-0.0862345909570239,-1.8790957130154538,-0.28672032407401693,-1.9512259061407844,-0.08437960922823082,-1.3564176462540831,-0.7260867528094295,1.1046211997185762,0.1449424681958989,1.9452259112385009,0.060813881324907726,0.7837033637427666,0.41871275566279786,2.073984248967231,4.147968497934462,15.621778450791949,0.7994059066044559
88,5Iron,A,24,6,rectangular,1024,0.5110000000000001,44.07807093618961,0.1524,10.404948650719305,-0.09490634740011139,-0.02174228856697205,-0.1868594305060609,-0.041326311609250516,-1.391537455691068,-0.3265834730040995,-0.14181040506395903,-0.03233281383629331,-0.26963385413296537,-0.06026483768229099,-1.905473476223686,-0.3265834730040995,-0.030039077266963497,-0.006918647048972703,-0.056889400415127855,-0.012563545784810993,-0.9155295129918346,-0.20529974215758862,0.25544694724937145,0.5108938944987429,1.9179862205920102,2.145118679555189
90,5Iron,A,17,5,rectangular,1024,12.959999999999992,54.04704641161587,0.1524,10.404948650719305,-2.213581731780941,-0.42961824941021226,-2.6023968867697906,-0.3028420046644603,-1.3983206095141973,-1.0494084353465216,-2.673280993068366,-0.47137445073424855,-3.1949868469070877,-0.3215710879737916,-2.3665858491042715,-0.600443641678361,-2.7846556868531005,-0.520883611831788,-3.535046750525445,-0.36334181717914327,-2.784265515534463,-1.1853645367655097,1.6542931834962804,3.308586366992561,12.443758449542177,0.9172849332763519
91,5Iron,A,22,6,rectangular,1024,9.892999999999994,47.20734574910368,0.1524,10.404948650719305,-0.034191344753011846,-0.007351388515155412,0.3855836258544457,0.05227751820556174,-0.08469148454010403,-0.028248653761681064,-0.44122131375925794,-0.07242950058516104,-1.0240239499766786,-0.10682518286154903,-0.6640220431884386,-0.24531916803707254,0.7708426397182837,0.1266424149232488,2.112230813565742,0.14437138833021013,0.3290754985229524,0.2440417055497135,1.3886861795654903,2.7773723591309807,10.441756781784031,1.053626646417774
92,5Iron,A,19,5,rectangular,1024,10.917999999999983,48.10142426707913,0.1524,10.404948650719305,0.2624289323654738,0.04883912776683533,-0.3166485218950705,-0.032366100598046954,-0.6858579017195312,0.11166317967936656,0.18195681398866098,0.036945568434776484,0.3123330328928707,0.04034019102978534,-0.548567902556588,0.11166317967936656,0.8161434715539156,0.1459084608572805,0.6983304405099523,0.07095753703101651,-0.9436966212903087,0.1798936279179375,1.4549127740177914,2.909825548035583,10.939804100319733,1.0058188062164823
93,5Iron,A,20,5,rectangular,1024,1.5239999999999743,38.89241553193201,0.1524,10.404948650719305,-0.0372859931202855,-0.008430953980125215,-0.10745691962378777,-0.023076675992925344,-0.5266385316165126,-0.06509669492359427,-0.0325340492570058,-0.007367888780194299,-0.08022562929382711,-0.017191611231582873,-0.6842642006754864,-0.026982742728298703,-0.041671508382837126,-0.009412765194267116,-0.11331640327451317,-0.024347229829972727,-0.7303335221490221,-0.14798649184757373,0.37216837516523826,0.7443367503304765,2.794048546185296,1.858979688002948
94,5Iron,A,20,5,rectangular,1024,13.115999999999982,57.93628796480906,0.1524,10.404948650719305,-0.4758786895219862,-0.07195419783439519,-0.7403039583397266,-0.03174235908922381,-0.5872713680536044,-0.20252096365434014,-2.4067858695265976,-0.3736969972811649,-3.945897630104308,-0.18359020376417176,-2.60169014900884,-0.652752293922565,0.38329016629217705,0.06285029717544302,1.6458824737255529,0.06556050760860338,0.7415807440186621,0.1045073948026054,1.8177196947201546,3.635439389440309,13.682075021098793,0.883340420062072
95,5Iron,A,24,6,rectangular,1024,14.271999999999982,51.2306990799932,0.1524,10.404948650719305,0.003958024386219311,0.0017648232841792275,-1.4015904733501978,-0.07311974206416069,-0.7475068216612284,-0.01707521397201206,-1.3947356335118557,-0.22213966991910872,-2.705721245407835,-0.14345416156436952,-1.9295467973258704,-0.27145273440917217,-0.13232647923588187,-0.019296538282209782,-0.18010318214540721,-0.008720031177425619,-0.9492307821404031,-0.108744713588238,1.9059080915290516,3.811816183058103,14.34844760241199,0.8468228576104178
96,5Iron,A,16,4,rectangular,1024,14.196999999999997,57.93628796480906,0.1524,10.404948650719305,-0.8645956683088204,-0.13676333031457344,-1.1539275461992795,-0.061524376446622515,-1.2997255580588234,-0.17582226690909253,-3.158528345421253,-0.5110612319131879,-2.316148223241073,-0.19699799490058928,-2.828627880384969,-0.8385954463309864,0.7531456335757265,0.10517329532752433,-0.6341857339544748,-0.021717614175078767,-0.4357678063063684,0.09226840502072897,1.9370068808541419,3.8740137617082837,14.584699016582746,0.8420125190401792
97,5Iron,A,16,4,rectangular,1024,14.368000000000002,56.95280159503608,0.1524,10.404948650719305,1.6562360452102496,0.2531408655324245,1.442020994088867,0.07579458827035668,1.4261629908167934,0.44981389331855137,-1.9472270304375425,-0.29959036229576275,-2.8235889849661873,-0.19305884661158287,-2.391526397437234,-0.612870668372778,2.257397689908124,0.34640179741692856,1.9260062176720698,0.16589169110002466,1.9777096935792269,0.600596641291623,1.9516237768788858,3.9032475537577715,14.69520636507734,0.836547611268714
98,5Iron,A,17,5,rectangular,1024,14.74200000000001,59.05388611227838,0.1524,10.404948650719305,0.07118287501047693,0.01153032572080247,-0.3963746300442961,-0.019600917732149357,-0.3710466042682108,-0.052584435560554255,-2.0264467629210667,-0.2638337154769744,-2.730016801843946,-0.19065211865368692,-2.4436780839979346,-0.5163207584520824,1.740030349601268,0.2532750511543775,2.0011253470866546,0.04143043407434322,1.0077040498386605,0.28354501099299156,2.0490738298257094,4.098147659651419,15.434208507583765,0.81335466805409
