variant,shot,club,block,n_components,components,launch_angle_deg,trackman_launch_deg,trackman_ball_mph,ops_ball_mph,raw_error_deg,block_a_offset_deg,fixed_error_deg,corrected_launch_angle_deg
channel_two,62,9Iron,A,2,channel:two8+channel:four4_path_tdm,14.15437197498851,16.77799999999999,99.7,99.56811603223498,-2.623628025011481,-2.755523114208464,0.13189508919698323,16.909895089196976
channel_two,63,9Iron,A,2,channel:two8+channel:four4_path_tdm,9.80496500163443,11.487999999999987,89.30000000000001,89.34079713371757,-1.6830349983655566,-2.755523114208464,1.0724881158429076,12.560488115842894
channel_two,64,9Iron,A,2,channel:two8+channel:four4_path_tdm,18.41178556708143,20.468999999999983,110.2,109.58499428619126,-2.0572144329185527,-2.755523114208464,0.6983086812899115,21.167308681289896
channel_two,65,9Iron,A,2,channel:two8+channel:four4_path_tdm,14.136480384353492,17.449000000000005,111.3,110.64742349790245,-3.3125196156465133,-2.755523114208464,-0.5569965014380491,16.892003498561955
channel_two,66,9Iron,A,2,channel:two8+channel:four4_path_tdm,16.820889797486675,21.533999999999995,111.9,111.3321182221324,-4.71311020251332,-2.755523114208464,-1.957587088304856,19.57641291169514
channel_two,67,9Iron,A,2,channel:two8+channel:four4_path_tdm,18.23836834446501,21.057999999999993,107.9,107.53620121727471,-2.819631655534984,-2.755523114208464,-0.06410854132651966,20.993891458673474
channel_two,68,9Iron,A,2,channel:two8+channel:four4_path_tdm,3.6147090831294544,5.689999999999997,107.9,107.41434724908233,-2.0752909168705425,-2.755523114208464,0.6802321973379217,6.370232197337918
channel_two,69,9Iron,A,2,channel:two8+channel:four4_path_tdm,18.490324439207754,21.013999999999996,116.8,116.21880677979712,-2.523675560792242,-2.755523114208464,0.23184755341622232,21.24584755341622
channel_two,70,9Iron,A,2,channel:two8+channel:four4_path_tdm,18.714874819015982,22.12999999999998,109.0,108.37627958862663,-3.415125180983999,-2.755523114208464,-0.6596020667755349,21.470397933224447
channel_two,71,9Iron,A,2,channel:two8+channel:four4_path_tdm,17.877701310250174,21.279999999999987,110.60000000000001,110.12424813461858,-3.402298689749813,-2.755523114208464,-0.6467755755413487,20.63322442445864
channel_two,72,7Iron,A,2,channel:two8+channel:four4_path_tdm,4.174451523923506,1.6789999999999963,76.5,78.31234219192231,2.4954515239235096,-2.755523114208464,5.250974638131973,6.92997463813197
channel_two,73,7Iron,A,2,channel:two8+channel:four4_path_tdm,16.499626340941145,18.677999999999987,112.9,112.56526529141321,-2.178373659058842,-2.755523114208464,0.5771494551496223,19.25514945514961
channel_two,74,7Iron,A,2,channel:two8+channel:four4_path_tdm,14.503440609503183,16.30699999999998,120.60000000000001,119.82378089364079,-1.8035593904967975,-2.755523114208464,0.9519637237116667,17.25896372371165
channel_two,75,7Iron,A,2,channel:two8+channel:four4_path_tdm,15.635920628236569,17.240999999999993,117.8,117.05684008322154,-1.6050793717634235,-2.755523114208464,1.1504437424450407,18.391443742445034
channel_two,76,7Iron,A,2,channel:two8+channel:four4_path_tdm,10.978558919140376,12.092000000000013,103.99999999999999,103.87222681029684,-1.1134410808596371,-2.755523114208464,1.642082033348827,13.734082033348841
channel_two,77,7Iron,A,2,channel:two8+channel:four4_path_tdm,13.02993622658608,13.927999999999987,103.9,103.7331605764907,-0.8980637734139059,-2.755523114208464,1.8574593407945583,15.785459340794546
channel_two,78,7Iron,A,2,channel:two8+channel:four4_path_tdm,3.6783483914253647,6.121999999999985,69.3,71.42599697063523,-2.44365160857462,-2.755523114208464,0.31187150563384414,6.433871505633829
channel_two,79,7Iron,A,2,channel:two8+channel:four4_path_tdm,10.318287020251034,15.657999999999998,111.3,110.35050117667224,-5.339712979748963,-2.755523114208464,-2.584189865540499,13.0738101344595
