variant,shot,club,block,n_components,components,launch_angle_deg,trackman_launch_deg,trackman_ball_mph,ops_ball_mph,raw_error_deg,block_a_offset_deg,fixed_error_deg,corrected_launch_angle_deg
fast_late_three,167,7Iron,C,3,fast:direct1+fast:two2+fast:four4,11.74054601562303,17.914999999999985,127.19999999999999,123.0,-6.174453984376955,-2.9022206788919394,-3.2722333054850155,14.64276669451497
fast_late_three,168,7Iron,C,3,fast:direct1+fast:two2+fast:four4,14.590883505055688,20.05000000000001,122.8,118.5,-5.459116494944324,-2.9022206788919394,-2.5568958160523843,17.493104183947626
hybrid_three,62,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,14.859649692962748,16.77799999999999,99.7,96.9,-1.9183503070372439,-2.740993869854063,0.8226435628168192,17.60064356281681
hybrid_three,63,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,7.450613337984614,11.487999999999987,89.30000000000001,87.6,-4.037386662015373,-2.740993869854063,-1.2963927921613099,10.191607207838677
hybrid_three,64,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,18.373209209800056,20.468999999999983,110.2,106.7,-2.0957907901999278,-2.740993869854063,0.6452030796541353,21.114203079654118
hybrid_three,65,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,14.632840467249565,17.449000000000005,111.3,108.0,-2.81615953275044,-2.740993869854063,-0.07516566289637705,17.373834337103627
hybrid_three,66,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,17.097394513790643,21.533999999999995,111.9,108.5,-4.436605486209352,-2.740993869854063,-1.695611616355289,19.838388383644705
hybrid_three,67,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,18.260348671241942,21.057999999999993,107.9,104.5,-2.7976513287580502,-2.740993869854063,-0.05665745890398721,21.001342541096005
hybrid_three,68,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,2.0329402089688684,5.689999999999997,107.9,106.6,-3.6570597910311284,-2.740993869854063,-0.9160659211770654,4.773934078822931
hybrid_three,69,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,18.62906197330314,21.013999999999996,116.8,113.2,-2.3849380266968545,-2.740993869854063,0.3560558431572085,21.370055843157203
hybrid_three,70,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,19.35735468722844,22.12999999999998,109.0,105.3,-2.772645312771541,-2.740993869854063,-0.0316514429174779,22.098348557082502
hybrid_three,71,9Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,18.103262219417726,21.279999999999987,110.60000000000001,107.1,-3.176737780582261,-2.740993869854063,-0.4357439107281982,20.844256089271788
hybrid_three,72,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,3.983584663701945,1.6789999999999963,76.5,77.1,2.3045846637019487,-2.740993869854063,5.045578533556012,6.7245785335560075
hybrid_three,73,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,16.746171893918454,18.677999999999987,112.9,109.8,-1.9318281060815323,-2.740993869854063,0.8091657637725307,19.487165763772516
hybrid_three,74,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,15.049045581175625,16.30699999999998,120.60000000000001,117.2,-1.2579544188243563,-2.740993869854063,1.4830394510297067,17.79003945102969
hybrid_three,75,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,15.524339497800156,17.240999999999993,117.8,114.4,-1.7166605021998365,-2.740993869854063,1.0243333676542266,18.265333367654218
hybrid_three,76,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,10.645900601397356,12.092000000000013,103.99999999999999,101.8,-1.446099398602657,-2.740993869854063,1.294894471251406,13.38689447125142
hybrid_three,77,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,13.276838412933195,13.927999999999987,103.9,101.4,-0.6511615870667917,-2.740993869854063,2.0898322827872713,16.017832282787257
hybrid_three,78,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,1.4347379721556657,6.121999999999985,69.3,71.0,-4.687262027844319,-2.740993869854063,-1.9462681579902563,4.1757318420097285
hybrid_three,79,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,11.091230629466684,15.657999999999998,111.3,108.2,-4.566769370533313,-2.740993869854063,-1.8257755006792502,13.832224499320748
hybrid_three,80,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,12.409886546615425,14.687999999999988,106.1,103.4,-2.278113453384563,-2.740993869854063,0.46288041646949996,15.150880416469487
hybrid_three,81,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,6.1616642625376,9.146999999999982,109.0,106.5,-2.985335737462383,-2.740993869854063,-0.24434186760831977,8.902658132391663
hybrid_three,82,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,14.165374567765918,17.27599999999998,108.6,105.6,-3.1106254322340607,-2.740993869854063,-0.3696315623799977,16.90636843761998
hybrid_three,83,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,15.090345920189042,18.87599999999999,112.0,108.5,-3.785654079810948,-2.740993869854063,-1.0446602099568851,17.831339790043106
hybrid_three,84,7Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,14.010004905402461,16.949999999999992,122.0,118.6,-2.9399950945975313,-2.740993869854063,-0.19900122474346826,16.750998775256523
hybrid_three,86,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,11.722496220798488,14.677,111.9,109.3,-2.954503779201511,-2.740993869854063,-0.21350990934744818,14.463490090652552
hybrid_three,87,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,11.878905427671123,15.406999999999991,118.2,115.2,-3.528094572328868,-2.740993869854063,-0.7871007024748051,14.619899297525187
hybrid_three,88,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,2.3047562792411536,0.5110000000000001,98.6,87.4,1.7937562792411534,-2.740993869854063,4.534750149095217,5.045750149095216
hybrid_three,90,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,10.99169721052339,12.959999999999992,120.9,118.3,-1.9683027894766028,-2.740993869854063,0.7726910803774603,13.732691080377453
hybrid_three,91,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,9.90806551586054,9.892999999999994,105.6,103.0,0.015065515860547052,-2.740993869854063,2.75605938571461,12.649059385714605
hybrid_three,92,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,4.6962510597924725,10.917999999999983,107.6,105.2,-6.221748940207511,-2.740993869854063,-3.4807550703534478,7.4372449296465355
hybrid_three,93,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,-0.10325093356217163,1.5239999999999743,87.0,89.2,-1.627250933562146,-2.740993869854063,1.1137429362919171,2.6377429362918914
hybrid_three,94,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,9.937886306307938,13.115999999999982,129.6,126.6,-3.178113693692044,-2.740993869854063,-0.437119823837981,12.678880176162
hybrid_three,95,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,12.159621517435511,14.271999999999982,114.6,111.7,-2.1123784825644716,-2.740993869854063,0.6286153872895914,14.900615387289573
hybrid_three,96,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,9.979868575455725,14.196999999999997,129.6,126.4,-4.217131424544272,-2.740993869854063,-1.476137554690209,12.720862445309788
hybrid_three,97,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,10.457992990501095,14.368000000000002,127.40000000000002,124.3,-3.910007009498907,-2.740993869854063,-1.1690131396448438,13.19898686035516
hybrid_three,98,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,12.23333941620907,14.74200000000001,132.1,128.7,-2.50866058379094,-2.740993869854063,0.2323332860631231,14.974333286063132
hybrid_three,99,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,13.052002391885791,14.71499999999999,130.8,127.5,-1.662997608114198,-2.740993869854063,1.077996261739865,15.792996261739855
hybrid_three,101,5Iron,A,3,channel:two8+channel:four4_path_tdm+fast:four4,12.64836632806915,14.392000000000003,127.7,124.5,-1.7436336719308532,-2.740993869854063,0.9973601979232098,15.389360197923214
hybrid_three,103,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,9.653930600164776,10.004000000000007,148.1,145.2,-0.3500693998352311,-2.740993869854063,2.390924470018832,12.39492447001884
hybrid_three,104,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,13.762752860007097,17.990000000000002,137.7,134.2,-4.227247139992905,-2.740993869854063,-1.4862532701388416,16.50374672986116
hybrid_three,105,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,-1.6988285015338842,5.857999999999973,143.9,139.9,-7.556828501533857,-2.740993869854063,-4.815834631679794,1.0421653683201788
hybrid_three,112,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,11.008599986772277,10.008999999999974,153.4,150.6,0.9995999867723029,-2.740993869854063,3.740593856626366,13.74959385662634
hybrid_three,113,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,10.367687078659959,13.960999999999997,146.6,143.4,-3.593312921340038,-2.740993869854063,-0.8523190514859751,13.10868094851402
hybrid_three,114,Driver,A,3,channel:two8+channel:four4_path_tdm+fast:four4,13.16850266901959,14.620999999999993,153.8,150.2,-1.4524973309804032,-2.740993869854063,1.2884965388736598,15.909496538873654
hybrid_three,115,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,28.17000502501985,31.661999999999985,70.1,66.4,-3.491994974980134,-2.740993869854063,-0.751001105126071,30.910998894873913
hybrid_three,116,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,26.786888097694867,29.217000000000002,66.5,69.4,-2.4301119023051356,-2.740993869854063,0.3108819675489274,29.52788196754893
hybrid_three,117,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,25.75267196058215,30.729999999999986,75.6,73.9,-4.977328039417838,-2.740993869854063,-2.236334169563775,28.49366583043621
hybrid_three,118,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,29.548172382178624,33.168000000000006,72.8,70.2,-3.6198276178213824,-2.740993869854063,-0.8788337479673194,32.289166252032686
hybrid_three,119,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,23.288175873729745,26.353999999999992,74.1,71.9,-3.065824126270247,-2.740993869854063,-0.3248302564161838,26.029169743583807
hybrid_three,120,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,23.780137937007748,27.744999999999997,69.6,67.4,-3.9648620629922497,-2.740993869854063,-1.2238681931381867,26.52113180686181
hybrid_three,121,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,21.637675556954616,24.805000000000007,69.1,66.2,-3.1673244430453913,-2.740993869854063,-0.4263305731913283,24.378669426808678
hybrid_three,122,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,27.059320000302336,31.036999999999985,69.5,65.9,-3.9776799996976493,-2.740993869854063,-1.2366861298435863,29.800313870156398
hybrid_three,123,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,26.083499535570443,29.30099999999999,81.8,77.9,-3.2175004644295484,-2.740993869854063,-0.4765065945754854,28.824493405424505
hybrid_three,124,SandWedge,A,3,channel:two8+channel:four4_path_tdm+fast:four4,24.765335092407497,28.975,84.19999999999999,80.3,-4.209664907592504,-2.740993869854063,-1.4686710377384413,27.50632896226156
hybrid_three,130,9Iron (relabeled),B,3,channel:two8+channel:four4_path_tdm+fast:four4,21.37288854456803,22.888999999999974,102.29999999999998,96.7,-1.5161114554319433,-2.740993869854063,1.2248824144221198,24.113882414422093
hybrid_three,131,9Iron (relabeled),B,3,channel:two8+channel:four4_path_tdm+fast:four4,19.297675092116744,20.895000000000007,110.2,104.9,-1.5973249078832623,-2.740993869854063,1.1436689619708007,22.038668961970806
hybrid_three,132,9Iron (relabeled),B,3,channel:two8+channel:four4_path_tdm+fast:four4,17.618298795863424,18.08299999999998,92.70000000000002,88.3,-0.46470120413655636,-2.740993869854063,2.2762926657175067,20.359292665717486
hybrid_three,133,9Iron,B,3,channel:two8+channel:four4_path_tdm+fast:four4,19.64570300793551,21.477999999999987,106.2,100.9,-1.832296992064478,-2.740993869854063,0.908696877789585,22.38669687778957
hybrid_three,134,9Iron,B,3,channel:two8+channel:four4_path_tdm+fast:four4,13.243738587769329,15.599999999999998,108.1,103.5,-2.356261412230669,-2.740993869854063,0.3847324576233939,15.984732457623391
hybrid_three,137,9Iron,B,3,channel:two8+channel:four4_path_tdm+fast:four4,16.62690182650483,18.307,112.0,106.9,-1.6800981734951677,-2.740993869854063,1.0608956963588954,19.367895696358893
hybrid_three,142,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,15.821016336191123,15.446,101.9,98.5,0.3750163361911234,-2.740993869854063,3.1160102060451864,18.562010206045187
hybrid_three,144,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,19.2112117161707,21.873,105.6,101.4,-2.6617882838293028,-2.740993869854063,0.07920558602476024,21.95220558602476
hybrid_three,145,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,18.832359654664756,21.694999999999986,109.0,104.8,-2.8626403453352296,-2.740993869854063,-0.12164647548116658,21.57335352451882
hybrid_three,146,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,5.764472313027579,6.429999999999999,93.7,92.1,-0.6655276869724203,-2.740993869854063,2.0754661828816428,8.50546618288164
hybrid_three,147,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,21.521229564712584,23.108,107.39999999999999,102.9,-1.5867704352874163,-2.740993869854063,1.1542234345666467,24.262223434566646
hybrid_three,149,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,23.275278717511558,23.08599999999999,113.1,108.3,0.18927871751156644,-2.740993869854063,2.9302725873656295,26.01627258736562
hybrid_three,151,9Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,15.414862835044644,19.529000000000003,103.0,99.0,-4.114137164955359,-2.740993869854063,-1.373143295101296,18.155856704898707
hybrid_three,152,7Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,15.16028763560638,16.805000000000007,117.0,113.1,-1.6447123643936266,-2.740993869854063,1.0962815054604365,17.901281505460442
hybrid_three,167,7Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,16.216208271509178,17.914999999999985,127.19999999999999,123.0,-1.6987917284908072,-2.740993869854063,1.0422021413632558,18.95720214136324
hybrid_three,168,7Iron,C,3,channel:two8+channel:four4_path_tdm+fast:four4,15.230299915085267,20.05000000000001,122.8,118.5,-4.819700084914745,-2.740993869854063,-2.0787062150606817,17.97129378493933
lcmf_v1,62,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,15.155326484664272,16.77799999999999,99.7,96.9,-1.6226735153357197,-2.8387689101987568,1.216095394863037,17.994095394863027
lcmf_v1,63,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,7.452936151677261,11.487999999999987,89.30000000000001,87.6,-4.035063848322726,-2.8387689101987568,-1.1962949381239691,10.291705061876018
lcmf_v1,64,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,17.51455688281906,20.468999999999983,110.2,106.7,-2.9544431171809222,-2.8387689101987568,-0.11567420698216546,20.353325793017817
lcmf_v1,65,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,15.29502755647319,17.449000000000005,111.3,108.0,-2.153972443526815,-2.8387689101987568,0.6847964666719419,18.133796466671946
lcmf_v1,66,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,17.076479051515058,21.533999999999995,111.9,108.5,-4.457520948484937,-2.8387689101987568,-1.6187520382861806,19.915247961713813
lcmf_v1,67,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,18.89611079096809,21.057999999999993,107.9,104.5,-2.1618892090319015,-2.8387689101987568,0.6768797011668553,21.734879701166847
lcmf_v1,68,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,0.5784592789907921,5.689999999999997,107.9,106.6,-5.111540721009205,-2.8387689101987568,-2.272771810810448,3.417228189189549
lcmf_v1,69,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,19.13205831559224,21.013999999999996,116.8,113.2,-1.8819416844077566,-2.8387689101987568,0.9568272257910002,21.970827225790995
lcmf_v1,70,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,19.330385754193337,22.12999999999998,109.0,105.3,-2.7996142458066444,-2.8387689101987568,0.03915466439211235,22.169154664392092
lcmf_v1,71,9Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,18.899521269085195,21.279999999999987,110.60000000000001,107.1,-2.380478730914792,-2.8387689101987568,0.45829017928396487,21.73829017928395
lcmf_v1,72,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,3.9840886397807673,1.6789999999999963,76.5,77.1,2.305088639780771,-2.8387689101987568,5.143857549979527,6.822857549979524
lcmf_v1,73,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,16.477001664255774,18.677999999999987,112.9,109.8,-2.200998335744213,-2.8387689101987568,0.6377705744545437,19.31577057445453
