shot,club,block,model,window,center_source,tdm_residual,speed_source,snapshot_half,max_range_m,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
79,7Iron,A,two2,hann,peak,none,ops,second,4.7,12,5,10.604345475273352,15.657999999999998,-5.053654524726646,-0.9435558768172317,-0.803536336357506,0.14001954045972576,nan,0.15398801779156135,49.75546952533371,47.30214778733609,0.1524,10.404948650719305
79,7Iron,A,four4,hann,peak,none,ops,second,4.7,12,5,12.614310583038403,15.657999999999998,-3.0436894169615947,-1.0864446234286083,-1.0665567631668984,0.019887860261709855,0.25847523736596834,0.18367688712542884,49.75546952533371,47.30214778733609,0.1524,10.404948650719305
80,7Iron,A,direct1,hann,peak,none,ops,second,4.7,12,4,13.467939618392315,14.687999999999988,-1.2200603816076736,-0.8280273948548973,-0.817681707369015,0.010345687485882271,nan,nan,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
80,7Iron,A,two2,hann,peak,none,ops,second,4.7,12,4,12.747801819549903,14.687999999999988,-1.9401981804500856,-0.9040939092916318,-0.8849712705206195,0.01912263877101228,nan,0.21531955203432301,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
80,7Iron,A,four4,hann,peak,none,ops,second,4.7,12,4,13.462910757624822,14.687999999999988,-1.2250892423751658,-1.175552851796863,-1.174019140826097,0.0015337109707660446,0.3647440437862308,0.21607349237734114,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
81,7Iron,A,direct1,hann,peak,none,ops,second,4.7,11,4,5.063498162104533,9.146999999999982,-4.083501837895449,-0.8157339033333073,-0.7510046011573964,0.06472930217591089,nan,nan,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
81,7Iron,A,two2,hann,peak,none,ops,second,4.7,11,4,7.991587046941731,9.146999999999982,-1.155412953058251,-0.8762084960370897,-0.871573057605403,0.004635438431686678,nan,0.2697895869762963,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
81,7Iron,A,four4,hann,peak,none,ops,second,4.7,11,4,5.092709046298109,9.146999999999982,-4.054290953701874,-1.0536302151146122,-1.0373055101251594,0.01632470498945282,0.45725468958341753,0.3878315927441591,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
82,7Iron,A,direct1,hann,peak,none,ops,second,4.7,12,4,14.08781649765701,17.27599999999998,-3.1881835023429677,-0.8417714775761707,-0.7891161439615211,0.05265533361464958,nan,nan,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
82,7Iron,A,two2,hann,peak,none,ops,second,4.7,12,4,13.855960007349065,17.27599999999998,-3.4200399926509135,-0.9186936832580039,-0.8566405501913745,0.06205313306662941,nan,0.1798912571662598,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
