shot,club,stage,mode,n_snapshots,launch_angle_deg,trackman_launch_deg,launch_error_deg,sampled_truth_angle_deg,model_bias_deg,height_error_cm,truth_direct_deg,direct_image_sep_deg,truth_explained,best_explained,truth_corrupt_zone_pct,bartlett_gate_pct
81,7Iron,middle3,truth,22,7.30997402652912,9.146999999999982,-1.8370259734708627,8.968912111372902,-1.6589380848437818,-2.618690314624979,-9.118493387406428,9.102176912879164,0.781616644468411,0.7951292501933971,0.0,0.0
81,7Iron,last3,local,21,6.997592378884844,9.146999999999982,-2.149407621115138,8.905041883891604,-1.9074495050067597,-1.828382398513223,-7.723636817019986,10.680058062618302,0.804774330523838,0.8208761944355222,0.0,0.0
81,7Iron,last3,truth,21,7.320267067531224,9.146999999999982,-1.826732932468759,8.906088275843837,-1.5858212083126135,-3.631251178907169,-7.723636817019986,10.680058062618302,0.8033334171130344,0.8204654508624413,0.0,0.0
82,7Iron,first3,local,30,6.6791437996767025,17.27599999999998,-10.596856200323277,16.971628286831017,-10.292484487154315,-16.83879839215158,-6.625202298287194,14.521297472293726,0.7748458232944118,0.8719705620865316,0.0,3.3333333333333335
82,7Iron,first3,truth,30,7.883420826601392,17.27599999999998,-9.392579173398587,16.970714657783883,-9.087293831182492,-14.65213674223634,-6.625202298287194,14.521297472293726,0.7812335118685496,0.8648272190381312,0.0,3.3333333333333335
82,7Iron,middle3,local,35,8.692576966611481,17.27599999999998,-8.583423033388497,16.91660017101219,-8.224023204400707,-15.14439130213115,-5.362017449806324,16.37683209349307,0.8025779370171408,0.8982973658725658,0.0,0.0
82,7Iron,middle3,truth,35,9.591730467819586,17.27599999999998,-7.684269532180393,16.91603110303861,-7.324300635219023,-13.21465340120832,-5.362017449806324,16.37683209349307,0.8076532196740506,0.8955101410667148,0.0,0.0
82,7Iron,last3,local,28,10.523045657175322,17.27599999999998,-6.752954342824657,16.85172881712678,-6.328683159951458,-15.366184001584976,-4.280020217624587,17.963135786258135,0.8037429609758522,0.8943581801344527,0.0,0.0
82,7Iron,last3,truth,28,11.243206290263851,17.27599999999998,-6.0327937097361275,16.8524889566434,-5.609282666379547,-13.679522351669734,-4.280020217624587,17.963135786258135,0.822509952585096,0.892554363722136,0.0,0.0
83,7Iron,first3,local,29,8.755701912832306,18.87599999999999,-10.120298087167685,18.551244494145696,-9.79554258131339,-16.993438413170704,-5.396912100699654,16.676521572577876,0.7540243234752022,0.8611311981899141,0.0,6.896551724137931
83,7Iron,first3,truth,29,9.184463588057968,18.87599999999999,-9.691536411942023,18.551449204874185,-9.366985616816217,-16.850187326823526,-5.396912100699654,16.676521572577876,0.757660018323911,0.8625220033951345,0.0,6.896551724137931
83,7Iron,middle3,local,33,12.064874998346713,18.87599999999999,-6.811125001653277,18.482549666843486,-6.4176746684967725,-14.034608387806042,-4.133498726277756,18.579011288380485,0.7868281611378772,0.8880046041105918,0.0,6.0606060606060606
83,7Iron,middle3,truth,33,12.640057693673192,18.87599999999999,-6.235942306326798,18.483027779654467,-5.842970085981275,-11.134066171383683,-4.133498726277756,18.579011288380485,0.7909545014734475,0.8807161998437076,0.0,15.151515151515152
83,7Iron,last3,local,25,15.625458210037081,18.87599999999999,-3.2505417899629094,18.3877110279894,-2.7622528179523194,-6.8600229840725895,-2.933902188356106,20.382438097259346,0.8316710960879468,0.8653384093153651,24.0,12.0
83,7Iron,last3,truth,25,16.353862993421565,18.87599999999999,-2.5221370065784257,18.387549525923724,-2.033686532502159,-5.165198647902147,-2.933902188356106,20.382438097259346,0.8471472075297304,0.8614008934295279,24.0,32.0
84,7Iron,first3,local,25,10.94317046499839,16.949999999999992,-6.006829535001602,16.704049170184142,-5.7608787051857515,-8.10819502651442,-6.003894540142031,15.379465067183745,0.8320130725763835,0.8757310431596989,0.0,0.0
84,7Iron,first3,truth,25,11.496157246607872,16.949999999999992,-5.45384275339212,16.70425966457722,-5.2081024179693465,-7.450584724494841,-6.003894540142031,15.379465067183745,0.8347905439443152,0.8756863977931966,0.0,0.0
84,7Iron,middle3,local,25,10.94317046499839,16.949999999999992,-6.006829535001602,16.704049170184142,-5.7608787051857515,-8.10819502651442,-6.003894540142031,15.379465067183745,0.8320130725763835,0.8757310431596989,0.0,0.0
84,7Iron,middle3,truth,25,11.496157246607872,16.949999999999992,-5.45384275339212,16.70425966457722,-5.2081024179693465,-7.450584724494841,-6.003894540142031,15.379465067183745,0.8347905439443152,0.8756863977931966,0.0,0.0
84,7Iron,last3,local,25,10.94317046499839,16.949999999999992,-6.006829535001602,16.704049170184142,-5.7608787051857515,-8.10819502651442,-6.003894540142031,15.379465067183745,0.8320130725763835,0.8757310431596989,0.0,0.0
84,7Iron,last3,truth,25,11.496157246607872,16.949999999999992,-5.45384275339212,16.70425966457722,-5.2081024179693465,-7.450584724494841,-6.003894540142031,15.379465067183745,0.8347905439443152,0.8756863977931966,0.0,0.0
