shot,club,block,model,window,center_source,tdm_residual,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
104,Driver,A,two2,hann,track,none,23,6,14.394883118331459,17.990000000000002,-3.5951168816685435,-0.9507083286651529,-0.897112043770614,0.053596284894538826,nan,0.17527829976827886,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
104,Driver,A,four3,hann,track,none,23,6,14.542551496470276,17.990000000000002,-3.447448503529726,-1.041021048274063,-1.0141144030287046,0.02690664524535835,0.21107582049769183,0.19234824144515122,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
104,Driver,A,four4,hann,track,none,23,6,15.327042040684221,17.990000000000002,-2.662957959315781,-1.1530684163071099,-1.1382234568805545,0.014844959426555393,0.25847801032163514,0.12482851734494117,61.557305962609625,58.72067316160003,0.1524,10.404948650719305
105,Driver,A,direct1,hann,track,none,20,5,1.6936670558128482,5.857999999999973,-4.164332944187125,-1.1053091440178968,-1.0202855079573077,0.08502363606058916,nan,nan,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
105,Driver,A,two2,hann,track,none,20,5,-0.849606618380358,5.857999999999973,-6.707606618380331,-1.260856417693717,-1.2264095739157685,0.03444684377794838,nan,0.6864359166477079,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
105,Driver,A,four3,hann,track,none,20,5,-2.0639062815854126,5.857999999999973,-7.921906281585386,-1.2884248107627299,-1.2527420101505142,0.035682800612215626,0.9726075975144872,1.0252730691475824,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
105,Driver,A,four4,hann,track,none,20,5,-1.3934855561732553,5.857999999999973,-7.251485556173228,-1.4617290350696002,-1.4339666342007642,0.027762400868835968,0.9737674599692936,0.9538398395204685,64.32894936833353,62.482001443068725,0.1524,10.404948650719305
112,Driver,A,direct1,hann,track,none,12,3,9.503691963346185,10.008999999999974,-0.5053080366537888,-1.04878631725989,-1.0478241601905796,0.0009621570693103543,nan,nan,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
112,Driver,A,two2,hann,track,none,12,3,8.122201928032405,10.008999999999974,-1.8867980719675685,-1.1156801406995636,-1.1105130764316231,0.005167064267940447,nan,0.24406517094452232,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
112,Driver,A,four3,hann,track,none,12,3,9.583211843419434,10.008999999999974,-0.4257881565805395,-1.1729673654910497,-1.1729040175742558,6.334791679396545e-05,0.26426978768952025,0.23871050305521518,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
