shot,club,block,model,velocity_source,speed_source,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,trackman_ball_ms,radar_ball_ms,launch_error_deg,best_cv_log_error,truth_cv_log_error,truth_minus_best_cv,radar_height_m,tilt_deg,tee_distance_m,median_cross_excess_cm,median_double_excess_cm,median_angle_separation_deg,median_reflection_point_m
62,9Iron,A,two8,radar,ops,25,7,13.959779834321292,16.77799999999999,44.569814121076114,43.08422175707952,-2.8182201656786994,-1.5055527462075247,-1.347403963526931,0.15814878268059362,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,two8_path_tdm,radar,ops,25,7,13.93949216227154,16.77799999999999,44.569814121076114,43.08422175707952,-2.838507837728452,-1.503031364646898,-1.3470197449355064,0.15601161971139166,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,two8_path_tdm_neg,radar,ops,25,7,13.98177808048613,16.77799999999999,44.569814121076114,43.08422175707952,-2.7962219195138616,-1.5083816071899918,-1.3484395933147877,0.15994201387520413,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,four3,radar,ops,25,7,15.058411942983671,16.77799999999999,44.569814121076114,43.08422175707952,-1.7195880570163204,-1.5704426857884337,-1.5473880487426506,0.023054637045783144,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,four3_path_tdm,radar,ops,25,7,15.09955299074098,16.77799999999999,44.569814121076114,43.08422175707952,-1.6784470092590116,-1.574699218371017,-1.5516934713599781,0.023005747011038746,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,four3_path_tdm_neg,radar,ops,25,7,14.997522840548198,16.77799999999999,44.569814121076114,43.08422175707952,-1.7804771594517934,-1.5665057519417012,-1.5436228417839455,0.022882910157755676,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,four4_path_tdm,radar,ops,25,7,14.386454803929864,16.77799999999999,44.569814121076114,43.08422175707952,-2.391545196070128,-1.657755462415451,-1.6122449928101479,0.04551046960530303,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,four4_path_tdm_neg,radar,ops,25,7,14.38645480392993,16.77799999999999,44.569814121076114,43.08422175707952,-2.391545196070062,-1.6577554624154514,-1.6122449928101474,0.045510469605303916,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,tx_later4,radar,ops,25,7,15.778458148198954,16.77799999999999,44.569814121076114,43.08422175707952,-0.9995418518010375,-1.864540607728676,-1.8441516776231093,0.02038893010556664,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
62,9Iron,A,tx_earlier4,radar,ops,25,7,1.4672781430059247,16.77799999999999,44.569814121076114,43.08422175707952,-15.310721856994068,-1.7339696135181542,-1.4601886020370478,0.27378101148110634,0.1524,10.404948650719305,1.5709841628737065,2.309769115208571,4.619538230417142,17.412555575782257,0.7437859456877515
63,9Iron,A,two8,radar,ops,16,4,3.9887769279455076,11.487999999999987,39.92060582760378,39.69922948327173,-7.4992230720544795,-1.266636661541553,-1.0973835826580467,0.16925307888350627,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,two8_path_tdm,radar,ops,16,4,-2.5412918716042534,11.487999999999987,39.92060582760378,39.69922948327173,-14.02929187160424,-1.4042804769838282,-1.1025892875982153,0.3016911893856129,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,two8_path_tdm_neg,radar,ops,16,4,-3.4773202423392346,11.487999999999987,39.92060582760378,39.69922948327173,-14.96532024233922,-1.3319714283354038,-1.092540089592736,0.23943133874266787,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,four3,radar,ops,16,4,16.26254975902468,11.487999999999987,39.92060582760378,39.69922948327173,4.774549759024692,-1.142601955913517,-1.0967725581859542,0.04582939772756278,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,four3_path_tdm,radar,ops,16,4,-2.548897108526901,11.487999999999987,39.92060582760378,39.69922948327173,-14.036897108526889,-1.1609457259095206,-1.1032424035102146,0.05770332239930598,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,four3_path_tdm_neg,radar,ops,16,4,16.36629730491231,11.487999999999987,39.92060582760378,39.69922948327173,4.878297304912325,-1.1346141569445405,-1.09070578482667,0.043908372117870575,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,four4_path_tdm,radar,ops,16,4,15.635822694306533,11.487999999999987,39.92060582760378,39.69922948327173,4.147822694306546,-1.412137864571649,-1.3859400893117242,0.026197775259924727,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
63,9Iron,A,four4_path_tdm_neg,radar,ops,16,4,15.63582269430726,11.487999999999987,39.92060582760378,39.69922948327173,4.147822694307273,-1.4121378645716496,-1.385940089311726,0.026197775259923617,0.1524,10.404948650719305,1.5709841628737065,1.418827293737135,2.83765458747427,10.666081418551077,1.0030072176301053
