shot,club,block,model,window,center_source,tdm_residual,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
79,7Iron,A,four4,hann,track,positive,23,7,-1.6428285879263247,15.657999999999998,-17.300828587926322,-1.1838539375029309,-1.047232943571043,0.13662099393188787,1.0315211752697473,1.0400064914171536,49.75546952533371,47.30214778733609,0.1524,10.404948650719305
80,7Iron,A,direct1,hann,track,positive,23,6,13.528451365706413,14.687999999999988,-1.159548634293575,-0.658289312180086,-0.6526978614925117,0.005591450687574273,nan,nan,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
80,7Iron,A,two2,hann,track,positive,23,6,12.662202118236348,14.687999999999988,-2.0257978817636406,-0.7367011203000113,-0.7245334262617286,0.012167694038282773,nan,0.32561737079347575,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
80,7Iron,A,four3,hann,track,positive,23,6,13.289672361988625,14.687999999999988,-1.398327638011363,-0.8262860657677725,-0.8246139517197465,0.00167211404802603,0.2396027489056806,0.25695928173714105,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
80,7Iron,A,four4,hann,track,positive,23,6,10.567218258287948,14.687999999999988,-4.12078174171204,-1.0254825859059544,-1.0099434980107505,0.015539087895203973,0.5059622593883165,0.2452310130965925,47.430865378597545,45.21606063570799,0.1524,10.404948650719305
81,7Iron,A,direct1,hann,track,positive,22,6,5.3462259493383515,9.146999999999982,-3.800774050661631,-0.7030569076929206,-0.6570537874204447,0.046003120272475884,nan,nan,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
81,7Iron,A,two2,hann,track,positive,22,6,6.740007657274938,9.146999999999982,-2.4069923427250446,-0.7729360125196195,-0.7641777030594721,0.00875830946014744,nan,0.2971044884997093,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
81,7Iron,A,four3,hann,track,positive,22,6,-0.9949323670132987,9.146999999999982,-10.14193236701328,-0.8383823809147142,-0.7986163657035061,0.03976601521120804,0.9860118677072773,0.983684576544239,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
81,7Iron,A,four4,hann,track,positive,22,6,2.650764731022203,9.146999999999982,-6.496235268977779,-0.9726153043666486,-0.9478705695580487,0.024744734808599844,0.7629159207469287,0.6670949685334127,48.727279229661946,47.111467292198604,0.1524,10.404948650719305
82,7Iron,A,direct1,hann,track,positive,23,6,13.331676947536316,17.27599999999998,-3.9443230524636625,-0.8235653665314494,-0.7557584384221211,0.06780692810932831,nan,nan,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
82,7Iron,A,two2,hann,track,positive,23,6,13.023162403485074,17.27599999999998,-4.252837596514905,-0.916671653910993,-0.8369383197394336,0.07973333417155948,nan,0.2615739636305069,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
